Brand,Bike Model,Model Year,Price (Rs),City,State,Brand_Origin,Model_Type,Finance_Available(Yes/No)
Royal Enfield,Royal Enfield Classic Signals Airborne Blue,2023,175000,Mysore, Karnataka,India,Cruiser,Yes
Royal Enfield,Royal Enfield Classic 500,2014,110000,Hyderabad, Telangana,India,Cruiser,Yes
Bajaj,Bajaj Avenger Cruise 220,2015,25000,Mumbai, Maharashtra,India,Cruiser,Yes
TVS,TVS Apache RTR 180 BS6,2021,80000,Bahraich, Uttar Pradesh,India,Commuter,Yes
Yamaha,Yamaha R15 V4,2022,125000,Hyderabad, Telangana,Japan,Sports,Yes
Komaki Electric,KOMAKI XGT X5,2025,106000,Nizamabad, Telangana,India,Electric,Yes
Jawa,Jawa Perak,2020,120000,Bhopal, Madhya Pradesh,Czech Republic,Commuter,Yes
TVS,TVS Jupiter Classic BS6,2023,70000,Satna, Madhya Pradesh,India,Scooter,Yes
Triumph,Triumph Speed 400 2025,2025,240000,Mohali, Punjab,UK,Sports,Yes
Hero,Hero Glamour Xtec,2021,65000,Bokaro, Jharkhand,India,Commuter,Yes
Yamaha,Yamaha FZ-X,2024,145000,Ranchi, Jharkhand,Japan,Commuter,Yes
Okinawa,Okinawa Praise Pro,2022,35000,Gaya, Bihar,India,Commuter,Yes
Honda,Honda CB Unicorn,2016,50000,Surat, Gujarat,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2024,185000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda Activa 4G,2017,35000,Kolkata, West Bengal,Japan,Scooter,Yes
Bajaj,Bajaj Pulsar N160 Dual Channel ABS,2023,130000,Bangalore, Karnataka,India,Commuter,Yes
Yamaha,Yamaha FZS 25 BS6,2021,120000,Navi Mumbai, Maharashtra,Japan,Commuter,Yes
Honda,Honda Activa 125,2023,80000,Chennai, Tamil Nadu,Japan,Scooter,Yes
Hero,Hero Maestro Edge 110 BS6,2017,38000,Pune, Maharashtra,India,Scooter,Yes
TVS,TVS Jupiter ZX,2022,70000,New Delhi, Delhi,India,Scooter,Yes
Yamaha,Yamaha Fazer FI V2,2016,40000,Mumbai, Maharashtra,Japan,Commuter,Yes
TVS,TVS NTORQ 125 XT,2023,110000,Bangalore, Karnataka,India,Scooter,Yes
Bajaj,Bajaj Pulsar NS 125,2023,80000,Bangalore, Karnataka,India,Commuter,Yes
Jawa,Jawa forty two BS6,2020,129000,Rewari, Haryana,Czech Republic,Commuter,Yes
TVS,TVS Sport,2014,18000,Maharajganj, Uttar Pradesh,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 160 BS6,2022,75000,Solapur, Maharashtra,India,Cruiser,Yes
Bajaj,Bajaj Pulsar RS 200 ABS,2017,95000,Bangalore, Karnataka,India,Sports,Yes
Revolt Motors,Revolt RV 400,2022,90000,Chennai, Tamil Nadu,India,Electric,Yes
TVS,TVS Apache RTR 200 4V ABS,2020,80000,Chennai, Tamil Nadu,India,Commuter,Yes
Benelli,Benelli Imperiale 400 BS6,2022,200000,Mumbai, Maharashtra,Italy,Cruiser,Yes
Jawa,Jawa 42 Dual Channel ABS Cosmic Carbon,2023,200000,Pune, Maharashtra,Czech Republic,Commuter,Yes
Hero,Hero Maestro,2015,28500,Ambala, Haryana,India,Scooter,Yes
KTM,KTM Duke 200,2016,100000,Mumbai, Maharashtra,Austria,Sports,Yes
Hero,Hero Destini 125 VX,2021,50000,Giridih, Jharkhand,India,Commuter,Yes
Hero,Hero Pleasure,2011,25000,Lucknow, Uttar Pradesh,India,Scooter,Yes
Hero,Hero Glamour 125 Drum,2017,35000,South West Delhi, Delhi,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350 Single Channel BS6,2020,140000,South Delhi, Delhi,India,Cruiser,Yes
KTM,KTM Duke 200 2022,2022,170000,Virudhunagar, Tamil Nadu,Austria,Sports,Yes
Yamaha,Yamaha FZ-X,2023,90000,Chennai, Tamil Nadu,Japan,Commuter,Yes
TVS,TVS Raider 125,2023,80000,Aurangabad, Maharashtra,India,Commuter,Yes
Ola Electric,Ola S1 Pro Gen 3 4kWh,2025,130000,Ahilyanagar, Maharashtra,India,Electric,Yes
Bajaj,Bajaj V15,2017,35000,Gandhinagar, Gujarat,India,Commuter,Yes
Ola Electric,Ola S1,2022,95000,Pimpri-Chinchwad, Maharashtra,India,Electric,Yes
Hero,Hero Splendor Plus Xtec,2022,65000,East Delhi, Delhi,India,Commuter,Yes
Suzuki,Suzuki Gixxer 150,2015,38000,Navi Mumbai, Maharashtra,Japan,Commuter,Yes
TVS,TVS Apache RTR 160 2025,2025,130000,Madhepura, Bihar,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 160 BS6,2023,80000,Mumbai, Maharashtra,India,Cruiser,Yes
Honda,Honda CB Trigger,2014,30000,Saharanpur, Uttar Pradesh,Japan,Commuter,Yes
KTM,KTM 390 Adventure,2020,280000,Bangalore, Karnataka,Austria,Adventure,Yes
Vespa,Vespa SXL 125,2022,125000,Pune, Maharashtra,Italy,Scooter,Yes
TVS,TVS Apache RTR 160 4V BS6,2020,100000,North 24 Parganas, West Bengal,India,Commuter,Yes
Honda,Honda CB350 DLX Pro,2024,205000,Ahmedabad, Gujarat,Japan,Commuter,Yes
TVS,TVS Raider 125,2022,62000,Salem, Tamil Nadu,India,Commuter,Yes
KTM,KTM Duke 390,2016,135000,Bangalore, Karnataka,Austria,Sports,Yes
Ola Electric,Ola S1 X Gen 3 2kWh,2025,90000,Rewari, Haryana,India,Electric,Yes
Suzuki,Suzuki Burgman Street Standard Edition 2025,2025,5000,Mumbai, Maharashtra,Japan,Scooter,Yes
Bajaj,Bajaj Pulsar N160,2024,120000,Ratnagiri, Maharashtra,India,Commuter,Yes
Yamaha,Yamaha FZ-S FI V2,2019,65000,Bangalore, Karnataka,Japan,Commuter,Yes
Bajaj,Bajaj Discover DTSi 125,2018,30000,Madhubani, Bihar,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 500,2016,95000,Ranchi, Jharkhand,India,Cruiser,Yes
TVS,TVS Scooty Pep Plus,2021,30000,Didwana-Kuchaman, Rajasthan,India,Scooter,Yes
Honda,Honda Shine 125,2022,65000,Saharanpur, Uttar Pradesh,Japan,Commuter,Yes
Honda,Honda Activa 6G,2021,51000,Ghaziabad, Uttar Pradesh,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Meteor 350 Stellar,2023,210000,East Delhi, Delhi,India,Cruiser,Yes
TVS,TVS Apache RTR 160 4V,2018,61000,Salem, Tamil Nadu,India,Commuter,Yes
Honda,Honda SP 125 BSVI,2022,70000,Bokaro, Jharkhand,Japan,Commuter,Yes
Aprilia,Aprilia SXR 125,2022,80000,Mumbai, Maharashtra,Italy,Commuter,Yes
Jawa,Jawa forty two,2020,125000,Hyderabad, Telangana,Czech Republic,Commuter,Yes
Bajaj,Bajaj Platina 110 H-Gear BS6,2021,55000,Pimpri-Chinchwad, Maharashtra,India,Commuter,Yes
Royal Enfield,Royal Enfield Himalayan 452,2022,220000,Trivandrum, Kerala,India,Adventure,Yes
Suzuki,Suzuki Gixxer SF SP,2018,55000,Mumbai, Maharashtra,Japan,Commuter,Yes
TVS,TVS Jupiter BS6,2021,75000,Kurnool, Andhra Pradesh,India,Scooter,Yes
Evtric Motors,Evtric Ride,2023,85000,Bangalore, Karnataka,India,Electric,Yes
Royal Enfield,Royal Enfield Bullet Electra,2021,145000,Udupi, Karnataka,India,Cruiser,Yes
Royal Enfield,Royal Enfield Thunderbird X 500,2016,99999,Chennai, Tamil Nadu,India,Commuter,Yes
Hero,Hero Glamour 125 Disc,2025,88000,North East Delhi, Delhi,India,Commuter,Yes
Yamaha,Yamaha FZ FI V2,2019,45000,Kishanganj, Bihar,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Meteor 350 Stellar,2023,200000,Bankura, West Bengal,India,Cruiser,Yes
Bajaj,Bajaj Pulsar 150 DTSi,2014,24000,Faridabad, Haryana,India,Commuter,Yes
Royal Enfield,Royal Enfield Hunter 350 Retro,2024,160000,Bokaro, Jharkhand,India,Commuter,Yes
Honda,Honda CB Unicorn,2014,60000,Palghar, Maharashtra,Japan,Commuter,Yes
Yamaha,Yamaha MT-15 Ver 2.0,2023,145000,Kakinada, Andhra Pradesh,Japan,Commuter,Yes
TVS,TVS Sport,2019,30000,Udaipur, Rajasthan,India,Commuter,Yes
TVS,TVS Apache RTR 200 4V ABS Race Edition 2.0,2019,60000,Mumbai, Maharashtra,India,Sports,Yes
Bajaj,Bajaj Pulsar NS 160,2021,85000,Hyderabad, Telangana,India,Commuter,Yes
Yamaha,Yamaha Saluto 125,2016,30000,Bangalore, Karnataka,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Himalayan,2021,210000,Beed, Maharashtra,India,Adventure,Yes
BMW,BMW G 310 R,2020,200000,Bellary, Karnataka,Germany,Commuter,Yes
TVS,TVS Apache RTR 200 4V,2019,60000,Chennai, Tamil Nadu,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic Signals Airborne Blue,2019,169000,Bangalore, Karnataka,India,Cruiser,Yes
Yamaha,Yamaha RX 135,1997,40000,Lucknow, Uttar Pradesh,Japan,Commuter,Yes
Jawa,Jawa forty two BS6,2020,145000,Pune, Maharashtra,Czech Republic,Commuter,Yes
Hero,Hero Glamour BS6,2020,52000,Araria, Bihar,India,Commuter,Yes
Bajaj,Bajaj V12,2020,35000,Bhopal, Madhya Pradesh,India,Commuter,Yes
Honda,Honda CB300F,2024,160000,Trivandrum, Kerala,Japan,Commuter,Yes
Benelli,Benelli Imperiale 400,2022,160000,Hyderabad, Telangana,Italy,Cruiser,Yes
Benelli,Benelli TRK 502X,2021,500000,Hyderabad, Telangana,Italy,Commuter,Yes
Bajaj,Bajaj Chetak Premium,2021,65000,Pune, Maharashtra,India,Commuter,Yes
Jawa,Jawa 42 Dual Channel ABS AllStar Black,2022,170000,Varanasi, Uttar Pradesh,Czech Republic,Commuter,Yes
Honda,Honda Activa 6G H-smart,2024,90000,West Champaran, Bihar,Japan,Scooter,Yes
Hero,Hero XPulse 200T BS6,2021,85000,North 24 Parganas, West Bengal,India,Adventure,Yes
Bajaj,Bajaj Pulsar 180 DTSi,2016,35000,Faridabad, Haryana,India,Commuter,Yes
Bajaj,Bajaj Pulsar 220 DTSi,2013,45000,Mysore, Karnataka,India,Commuter,Yes
Bajaj,Bajaj Pulsar 200 NS,2017,100000,Jaipur, Rajasthan,India,Commuter,Yes
Honda,Honda CB Hornet 160R ABS,2016,35000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350,2018,151000,Hyderabad, Telangana,India,Cruiser,Yes
Honda,Honda CB350 DLX Pro,2020,150000,Korea, Chhattisgarh,Japan,Commuter,Yes
Bajaj,Bajaj Pulsar N160 Dual Channel ABS,2022,115000,Nadia, West Bengal,India,Commuter,Yes
Ola Electric,Ola S1X 4 kWh,2025,120000,Jodhpur, Rajasthan,India,Electric,Yes
Honda,Honda Dio Standard,2014,30000,Surat, Gujarat,Japan,Commuter,Yes
Hero,Hero HF Deluxe BS6,2022,45000,Faridabad, Haryana,India,Commuter,Yes
Bajaj,Bajaj Pulsar 125,2022,70000,Chennai, Tamil Nadu,India,Commuter,Yes
Yamaha,Yamaha FZ,2014,30000,Mumbai, Maharashtra,Japan,Commuter,Yes
Yamaha,Yamaha RXZ,2002,120000,Thrissur, Kerala,Japan,Commuter,Yes
Bajaj,Bajaj V15,2016,28000,Gurgaon, Haryana,India,Commuter,Yes
Yamaha,Yamaha MT-15,2020,90000,Varanasi, Uttar Pradesh,Japan,Commuter,Yes
Suzuki,Suzuki Burgman Street,2025,115000,Hyderabad, Telangana,Japan,Scooter,Yes
Hero Cycles,Bicycle Keysto,2023,3000,Gautam Buddha Nagar, Uttar Pradesh,India,Commuter,No
Hero,Hero Splendor Plus Xtec,2023,70000,Hyderabad, Telangana,India,Commuter,Yes
Ather Energy,Ather 450X Gen 3,2025,187000,Hyderabad, Telangana,India,Commuter,Yes
BSA,BSA Gold Star 650,2024,390000,Bangalore, Karnataka,UK,Commuter,Yes
Yamaha,Yamaha R15M,2024,190000,Navi Mumbai, Maharashtra,Japan,Sports,Yes
Honda,Honda CBR 250R,2011,45000,Bangalore, Karnataka,Japan,Commuter,Yes
Honda,Honda Activa,2011,20000,Lucknow, Uttar Pradesh,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Meteor 350 Fireball,2023,178000,Cuttack, Orissa,India,Cruiser,Yes
Bajaj,Bajaj Dominar 400 ABS BS6,2022,148000,Bangalore, Karnataka,India,Commuter,Yes
Jawa,Jawa 42 Dual Channel ABS Cosmic Carbon,2023,155000,Bangalore, Karnataka,Czech Republic,Commuter,Yes
Yamaha,Yamaha Fascino,2016,30000,Kolhapur, Maharashtra,Japan,Scooter,Yes
Yamaha,Yamaha Fazer 25,2018,55000,Pimpri-Chinchwad, Maharashtra,Japan,Commuter,Yes
Bajaj,Bajaj Avenger Street 150,2017,35000,Ahmedabad, Gujarat,India,Cruiser,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2024,165000,New Delhi, Delhi,India,Commuter,Yes
Hero,Hero Maestro Edge,2018,30000,Hyderabad, Telangana,India,Scooter,Yes
Yamaha,Yamaha FZ-S FI V2,2017,60000,Hyderabad, Telangana,Japan,Commuter,Yes
Honda,Honda CB Shine,2010,30000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Jawa,Jawa 42 Dual Channel ABS Cosmic Carbon,2023,120000,Gautam Buddha Nagar, Uttar Pradesh,Czech Republic,Commuter,Yes
Hero,Hero Maestro Edge,2018,15000,Lucknow, Uttar Pradesh,India,Scooter,Yes
Bajaj,Bajaj Pulsar 135LS,2011,18000,Kolkata, West Bengal,India,Commuter,Yes
TVS,TVS Raider 125,2021,60000,Bhubaneshwar, Orissa,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350,2014,145000,Indore, Madhya Pradesh,India,Cruiser,Yes
Hero,Hero Electric Optima HX Dual Battery,2022,20000,Kolkata, West Bengal,India,Electric,Yes
Royal Enfield,Royal Enfield Himalayan 452,2024,300000,Guwahati, Assam,India,Adventure,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2017,100000,Pune, Maharashtra,India,Commuter,Yes
Ather Energy,Ather 450X,2022,55000,Kollam, Kerala,India,Commuter,Yes
Bajaj,Bajaj Dominar 400,2023,190000,Jalandhar, Punjab,India,Commuter,Yes
Yamaha,Yamaha MT-15 Ver 2.0,2024,140000,Hyderabad, Telangana,Japan,Commuter,Yes
Suzuki,Suzuki Access 125,2017,35000,Bangalore, Karnataka,Japan,Commuter,Yes
Yamaha,Yamaha FZ25,2017,80000,Bangalore, Karnataka,Japan,Commuter,Yes
TVS,TVS Scooty Pep,2012,13000,Pune, Maharashtra,India,Scooter,Yes
Hero,Hero Maestro,2015,19000,Ernakulam, Kerala,India,Scooter,Yes
Ather Energy,Ather Rizta S,2024,105000,Gir Somnath, Gujarat,India,Commuter,Yes
Royal Enfield,Royal Enfield Bullet Standard 350,2016,135000,Kamareddy, Telangana,India,Cruiser,Yes
Bajaj,Bajaj Avenger 220 DTS-i,2016,60000,Tikamgarh, Madhya Pradesh,India,Cruiser,Yes
TVS,TVS Jupiter ZX,2017,34999,New Delhi, Delhi,India,Scooter,Yes
TVS,TVS Ronin TD,2023,140000,Pune, Maharashtra,India,Adventure,Yes
Bajaj,Bajaj Avenger Street 150,2017,55000,Bangalore, Karnataka,India,Cruiser,Yes
Honda,Honda 2023 Activa 125 Disc,2023,80000,Thane, Maharashtra,Japan,Scooter,Yes
Suzuki,Suzuki Hayate,2012,10000,West Delhi, Delhi,Japan,Commuter,Yes
Honda,Honda CB Unicorn,2019,70000,Pune, Maharashtra,Japan,Commuter,Yes
TVS,TVS Apache RTR 160 4V,2020,60000,Udaipur, Rajasthan,India,Commuter,Yes
Bajaj,Bajaj Pulsar F250,2022,140000,Udupi, Karnataka,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 180,2019,55000,Thane, Maharashtra,India,Cruiser,Yes
Hero,Hero XPulse,2019,80000,Mumbai, Maharashtra,India,Adventure,Yes
Hero,Hero Xpulse 200 4V,2022,95000,South West Delhi, Delhi,India,Adventure,Yes
Bajaj,Bajaj Discover 100,2013,15000,New Delhi, Delhi,India,Commuter,Yes
Hero,Hero XPulse 200T,2019,60000,Tiruvannamalai, Tamil Nadu,India,Adventure,Yes
Ola Electric,Ola S1X Plus,2024,76000,Thane, Maharashtra,India,Electric,Yes
Revolt Motors,Revolt RV 400,2024,100000,Ghaziabad, Uttar Pradesh,India,Electric,Yes
Bajaj,Bajaj Avenger Street 150,2016,35000,Bokaro, Jharkhand,India,Cruiser,Yes
Royal Enfield,Royal Enfield Super Meteor 650,2024,450000,Dharwad, Karnataka,India,Cruiser,Yes
Yezdi,Yezdi Roadster Dark,2022,165000,Rewari, Haryana,India,Cruiser,Yes
Honda,Honda CB350RS,2022,195000,Bangalore, Karnataka,Japan,Sports,Yes
Yamaha,Yamaha R15M,2023,150000,Hoshangabad, Madhya Pradesh,Japan,Sports,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2024,340000,Hyderabad, Telangana,India,Sports,Yes
Bajaj,Bajaj Freedom 125 NG04 Disc LED,2025,105000,Junagadh, Gujarat,India,Commuter,Yes
Yamaha,Yamaha FZ-S,2013,40000,Pune, Maharashtra,Japan,Commuter,Yes
TVS,TVS Raider Split Seat,2021,60000,Howrah, West Bengal,India,Commuter,Yes
Honda,Honda Shine 125 Drum OBD2,2022,59999,Hyderabad, Telangana,Japan,Commuter,Yes
TVS,TVS Apache RTR 160 4V,2017,55000,Darbhanga, Bihar,India,Commuter,Yes
Yamaha,Yamaha FZ-S FI Ver 4.0 DLX,2024,130000,Silvassa, Dadra Nagar Haveli,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Meteor 350,2021,170000,Azamgarh, Uttar Pradesh,India,Cruiser,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2024,200000,Dharwad, Karnataka,India,Commuter,Yes
Jawa,Jawa 42 FJ,2024,180000,New Delhi, Delhi,Czech Republic,Commuter,Yes
Royal Enfield,Royal Enfield Continental GT 650,2025,380000,Bokaro, Jharkhand,India,Commuter,Yes
Mahindra,Mahindra Flyte,2012,10000,Hyderabad, Telangana,India,Commuter,Yes
Bajaj,Bajaj Avenger 220 DTS-i,2015,40000,Mysore, Karnataka,India,Cruiser,Yes
Honda,Honda Activa DLX Limited Edition,2024,75000,Chennai, Tamil Nadu,Japan,Scooter,Yes
BMW,BMW G 310 R,2019,200000,Thane, Maharashtra,Germany,Commuter,Yes
Yamaha,Yamaha FZ-S FI V2,2016,50000,Bhubaneshwar, Orissa,Japan,Commuter,Yes
TVS,TVS Zest 110 Gloss Series,2015,20000,Murshidabad, West Bengal,India,Commuter,Yes
Hero,Hero Passion Plus 2023,2023,75000,Thrissur, Kerala,India,Commuter,Yes
TVS,TVS Sport BS6,2021,44500,Ghaziabad, Uttar Pradesh,India,Commuter,Yes
Hero,Hero Hunk,2010,70000,Pune, Maharashtra,India,Commuter,Yes
Honda,Honda Activa i,2014,20000,Gorakhpur, Uttar Pradesh,Japan,Scooter,Yes
TVS,TVS Scooty Pep Plus,2018,29999,Bangalore, Karnataka,India,Scooter,Yes
Yamaha,Yamaha FZ-S FI V2,2015,22000,New Delhi, Delhi,Japan,Commuter,Yes
TVS,TVS Apache RTR 160,2017,40000,Hyderabad, Telangana,India,Commuter,Yes
Bajaj,Bajaj Chetak Premium,2024,120000,Indore, Madhya Pradesh,India,Commuter,Yes
TVS,TVS Jupiter,2020,40000,Noida, Uttar Pradesh,India,Scooter,Yes
Royal Enfield,Royal Enfield Classic 350,2016,95000,New Delhi, Delhi,India,Cruiser,Yes
Hero,Hero Achiever,2017,45000,Paschim Bardhaman, West Bengal,India,Electric,Yes
TVS,TVS Apache RR 310,2023,245000,Pimpri-Chinchwad, Maharashtra,India,Sports,Yes
Honda,Honda Activa 5G,2020,55000,New Delhi, Delhi,Japan,Scooter,Yes
Yamaha,Yamaha FZS 25,2021,102000,Tirupur, Tamil Nadu,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Super Meteor 650,2023,390000,Noida, Uttar Pradesh,India,Cruiser,Yes
TVS,TVS Apache RR 310,2023,210000,Gurgaon, Haryana,India,Sports,Yes
Royal Enfield,Royal Enfield Super Meteor 650,2024,410000,Amravati, Maharashtra,India,Cruiser,Yes
Suzuki,Suzuki Swish,2014,30000,Pune, Maharashtra,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Meteor 350 Stellar,2021,165000,South West Delhi, Delhi,India,Cruiser,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2023,185000,Hyderabad, Telangana,India,Commuter,Yes
Simple Energy,Simple Energy One 2025,2025,175000,Bangalore, Karnataka,India,Commuter,Yes
Royal Enfield,Royal Enfield Thunderbird TwinSpark 350,2011,60000,Pune, Maharashtra,India,Commuter,Yes
Bajaj,Bajaj Discover 125M,2014,35000,Bangalore, Karnataka,India,Commuter,Yes
Honda,Honda Activa,2011,32000,Bangalore, Karnataka,Japan,Scooter,Yes
Hero,Hero Glamour BS6,2021,65000,Saharsa, Bihar,India,Commuter,Yes
Ather Energy,Ather 450X,2023,110000,Chennai, Tamil Nadu,India,Commuter,Yes
Bajaj,Bajaj Pulsar 180 DTSi,2016,45000,Sitamarhi, Bihar,India,Commuter,Yes
Bajaj,Bajaj Dominar 400 ABS BS6,2022,180000,Ramgarh, Jharkhand,India,Commuter,Yes
TVS,TVS Victor,2017,36000,Sri Sathya Sai, Andhra Pradesh,India,Commuter,Yes
Hero,Hero Glamour 125 Drum,2011,40000,Kolkata, West Bengal,India,Commuter,Yes
Suzuki,Suzuki Access 125 Bluetooth Enabled,2021,60000,Malkangiri, Orissa,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro Gen2,2024,100000,Belgaum, Karnataka,India,Electric,Yes
Suzuki,Suzuki Gixxer SF BS6,2022,90000,Anantapur, Andhra Pradesh,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Bullet Electra,2021,145000,Uttara Kannada, Karnataka,India,Cruiser,Yes
Honda,Honda Shine 125 Drum,2020,65000,Palghar, Maharashtra,Japan,Commuter,Yes
Yamaha,Yamaha MT-15 BS6,2024,175000,Mysore, Karnataka,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro,2022,90000,Alwar, Rajasthan,India,Electric,Yes
Hero,Hero Passion X Pro,2019,30000,New Delhi, Delhi,India,Commuter,Yes
Honda,Honda Activa,2011,15000,Idukki, Kerala,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2025,260000,Purba Medinipur, West Bengal,India,Sports,Yes
TVS,TVS Apache RTR 160 4V BS6,2020,69000,Tirupati, Andhra Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350 Dual Channel BS6,2022,150000,Guwahati, Assam,India,Cruiser,Yes
TVS,TVS Scooty Streak,2013,20000,Chennai, Tamil Nadu,India,Scooter,Yes
Bajaj,Bajaj Pulsar 150 DTSi,2012,25000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda CB Shine,2015,30000,Pilibhit, Uttar Pradesh,Japan,Commuter,Yes
Komaki Electric,KOMAKI XGT X5,2025,40000,Mumbai, Maharashtra,India,Electric,Yes
Hero,Hero Maestro Edge 110 BS6,2016,36000,Bangalore, Karnataka,India,Scooter,Yes
KTM,KTM Duke 200,2016,100000,Indore, Madhya Pradesh,Austria,Sports,Yes
Honda,Honda Hness CB 350,2022,170000,Kanpur, Uttar Pradesh,Japan,Commuter,Yes
TVS,TVS NTORQ 125 Race Edition BS6,2024,93000,Bangalore, Karnataka,India,Sports,Yes
Ola Electric,Ola S1,2022,70000,Nagpur, Maharashtra,India,Electric,Yes
Yamaha,Yamaha R15 V4,2025,137000,Chengalpattu, Tamil Nadu,Japan,Sports,Yes
TVS,TVS Apache RTR 160 4V 2024,2024,120000,Lucknow, Uttar Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2018,100000,Hyderabad, Telangana,India,Commuter,Yes
Hero,Hero Passion X Pro,2013,30000,Mumbai, Maharashtra,India,Commuter,Yes
Yamaha,Yamaha FZ-S FI Ver 4.0,2023,115000,Gurgaon, Haryana,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Continental GT 650,2022,315000,Ghaziabad, Uttar Pradesh,India,Commuter,Yes
KTM,KTM RC 200,2019,100000,Siddharthnagar, Uttar Pradesh,Austria,Sports,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2024,172999,Ghaziabad, Uttar Pradesh,India,Commuter,Yes
Hero,Hero Karizma XMR,2024,175000,Mumbai, Maharashtra,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 160,2019,55000,Hyderabad, Telangana,India,Cruiser,Yes
Suzuki,Suzuki V-Strom 650XT ABS BS6,2022,650000,Malappuram, Kerala,Japan,Adventure,Yes
Bajaj,Bajaj Platina 100 ES BS6,2022,45000,Hisar, Haryana,India,Commuter,Yes
Royal Enfield,Royal Enfield Continental GT 650,2023,340000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda Livo 110,2019,35000,Alwar, Rajasthan,Japan,Commuter,Yes
TVS,TVS Apache RR 310,2023,220000,Bhagalpur, Bihar,India,Sports,Yes
KTM,KTM Duke 250,2023,170000,Gurgaon, Haryana,Austria,Sports,Yes
Bajaj,Bajaj Avenger Cruise 220,2015,48500,Bangalore, Karnataka,India,Cruiser,Yes
Honda,Honda CB Shine,2017,40000,Lucknow, Uttar Pradesh,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350,2016,129999,Bangalore, Karnataka,India,Cruiser,Yes
Hero,Hero CBZ Xtreme,2011,40000,Bangalore, Karnataka,India,Commuter,Yes
Honda,Honda CB Shine SP,2014,35000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Bullet Electra,2014,97000,Jammu, Jammu Kashmir,India,Cruiser,Yes
Harley,Harley Davidson Street 750,2015,200001,Navi Mumbai, Maharashtra,USA,Commuter,Yes
Honda,Honda CB Trigger,2014,33000,Mumbai, Maharashtra,Japan,Commuter,Yes
Triumph,Triumph Speed 400 2025,2025,310000,Mumbai, Maharashtra,UK,Sports,Yes
Royal Enfield,Royal Enfield Classic 500,2011,80000,West Delhi, Delhi,India,Cruiser,Yes
Honda,Honda Activa 6G Std,2023,65000,Kolkata, West Bengal,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Continental GT 650,2021,295000,Noida, Uttar Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2019,290000,Bangalore, Karnataka,India,Sports,Yes
Aprilia,Aprilia SR 150,2016,35000,Kadapa, Andhra Pradesh,Italy,Commuter,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2017,100000,Pune, Maharashtra,India,Commuter,Yes
Hero,Hero Glamour Xtec,2023,65000,Noida, Uttar Pradesh,India,Commuter,Yes
Honda,Honda Activa e,2025,105000,Bangalore, Karnataka,Japan,Scooter,Yes
Jawa,Jawa 42 Bobber Dual Channel ABS,2023,160000,Chennai, Tamil Nadu,Czech Republic,Cruiser,Yes
Revolt Motors,Revolt RV 400,2020,60000,Hyderabad, Telangana,India,Electric,Yes
Hero,Hero Xtreme 250R,2025,200000,Bangalore, Karnataka,India,Commuter,Yes
KTM,KTM Duke,2017,130000,Chennai, Tamil Nadu,Austria,Sports,Yes
Royal Enfield,Royal Enfield Thunderbird 500,2014,90000,Noida, Uttar Pradesh,India,Commuter,Yes
Suzuki,Suzuki Gixxer SF 250 BS6,2021,160000,Lucknow, Uttar Pradesh,Japan,Commuter,Yes
